,valid,result,solution,order,random_result
69,True,55,"{1: [7, 9, 16, 30, 42, 49], 2: [0, 8, 15, 28, 38, 48], 3: [0, 7, 11, 19, 32, 42], 4: [8, 14, 22, 27, 30, 45], 5: [13, 22, 25, 38, 49, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (5, 0), (6, 0), (4, 1), (2, 2), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (1, 3), (4, 4), (3, 4), (2, 4), (5, 3), (6, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (1, 5), (5, 4), (5, 5)]",90
0,True,55,"{1: [7, 10, 26, 34, 42, 49], 2: [0, 8, 13, 28, 38, 48], 3: [0, 5, 11, 19, 36, 38], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 45, 49]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (4, 0), (1, 1), (3, 2), (2, 2), (4, 1), (5, 0), (6, 0), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (1, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (3, 4), (2, 4), (3, 5), (5, 3), (1, 4), (4, 5), (6, 4), (2, 5), (5, 4), (1, 5), (6, 5), (5, 5)]",83
1,True,55,"{1: [5, 8, 16, 30, 42, 49], 2: [0, 8, 14, 28, 38, 48], 3: [0, 6, 10, 19, 41, 42], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (4, 0), (3, 2), (4, 1), (5, 0), (6, 0), (2, 2), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (1, 3), (4, 4), (2, 4), (5, 3), (6, 4), (3, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",64
2,True,57,"{1: [5, 7, 25, 33, 40, 51], 2: [0, 8, 15, 26, 40, 50], 3: [0, 5, 9, 21, 37, 44], 4: [11, 16, 23, 28, 32, 43], 5: [13, 22, 27, 36, 51, 54], 6: [8, 11, 17, 30, 40, 44]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (6, 0), (3, 2), (4, 0), (6, 1), (5, 0), (2, 2), (4, 1), (6, 2), (3, 3), (5, 1), (4, 2), (1, 2), (2, 3), (5, 2), (4, 3), (6, 3), (4, 4), (1, 3), (5, 3), (3, 4), (1, 4), (2, 4), (6, 4), (4, 5), (3, 5), (6, 5), (2, 5), (1, 5), (5, 4), (5, 5)]",83
3,True,58,"{1: [3, 9, 17, 33, 40, 45], 2: [3, 11, 16, 26, 40, 50], 3: [5, 12, 18, 31, 47, 51], 4: [11, 16, 25, 30, 33, 43], 5: [16, 25, 28, 36, 50, 54], 6: [0, 4, 9, 21, 41, 45]}","[(6, 0), (1, 0), (2, 0), (6, 1), (3, 0), (1, 1), (6, 2), (2, 1), (4, 0), (3, 1), (2, 2), (4, 1), (5, 0), (1, 2), (3, 2), (6, 3), (4, 2), (5, 1), (2, 3), (5, 2), (4, 3), (3, 3), (1, 3), (4, 4), (5, 3), (1, 4), (2, 4), (6, 4), (4, 5), (1, 5), (6, 5), (3, 4), (2, 5), (5, 4), (3, 5), (5, 5)]",85
4,True,56,"{1: [0, 1, 17, 26, 42, 50], 2: [0, 8, 13, 27, 40, 50], 3: [1, 6, 10, 21, 30, 31], 4: [11, 16, 23, 33, 38, 46], 5: [13, 23, 26, 38, 51, 54], 6: [8, 11, 18, 30, 46, 50]}","[(1, 0), (2, 0), (1, 1), (3, 0), (3, 1), (2, 1), (6, 0), (3, 2), (4, 0), (6, 1), (2, 2), (5, 0), (4, 1), (1, 2), (6, 2), (3, 3), (4, 2), (5, 1), (1, 3), (5, 2), (2, 3), (3, 4), (6, 3), (3, 5), (4, 3), (4, 4), (5, 3), (2, 4), (1, 4), (4, 5), (6, 4), (1, 5), (2, 5), (6, 5), (5, 4), (5, 5)]",86
5,True,55,"{1: [5, 8, 16, 22, 38, 49], 2: [0, 8, 15, 28, 38, 48], 3: [0, 5, 9, 18, 29, 30], 4: [8, 13, 25, 34, 37, 45], 5: [13, 22, 25, 41, 49, 52], 6: [13, 16, 19, 28, 45, 49]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (4, 0), (3, 2), (4, 1), (5, 0), (6, 0), (2, 2), (1, 2), (6, 1), (3, 3), (6, 2), (1, 3), (5, 1), (4, 2), (5, 2), (2, 3), (6, 3), (3, 4), (3, 5), (4, 3), (4, 4), (1, 4), (2, 4), (5, 3), (4, 5), (6, 4), (2, 5), (1, 5), (5, 4), (6, 5), (5, 5)]",83
6,True,57,"{1: [5, 13, 27, 33, 40, 51], 2: [0, 8, 15, 26, 43, 53], 3: [0, 5, 9, 21, 38, 44], 4: [11, 16, 22, 29, 32, 43], 5: [13, 22, 26, 36, 40, 43], 6: [8, 12, 17, 30, 40, 44]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (6, 0), (3, 2), (4, 0), (6, 1), (1, 1), (5, 0), (2, 2), (4, 1), (6, 2), (3, 3), (4, 2), (5, 1), (2, 3), (5, 2), (1, 2), (4, 3), (6, 3), (4, 4), (1, 3), (5, 3), (3, 4), (1, 4), (5, 4), (6, 4), (2, 4), (4, 5), (5, 5), (3, 5), (6, 5), (1, 5), (2, 5)]",77
7,True,57,"{1: [5, 8, 20, 28, 38, 51], 2: [0, 10, 16, 28, 38, 48], 3: [0, 6, 10, 19, 37, 40], 4: [8, 13, 18, 24, 27, 45], 5: [23, 32, 35, 41, 48, 52], 6: [13, 16, 19, 28, 47, 51]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (4, 0), (2, 1), (3, 2), (4, 1), (6, 0), (2, 2), (6, 1), (4, 2), (3, 3), (6, 2), (1, 2), (5, 0), (4, 3), (4, 4), (1, 3), (2, 3), (6, 3), (5, 1), (5, 2), (3, 4), (1, 4), (2, 4), (3, 5), (5, 3), (4, 5), (6, 4), (2, 5), (5, 4), (1, 5), (6, 5), (5, 5)]",79
8,True,55,"{1: [6, 11, 16, 34, 42, 49], 2: [0, 8, 13, 28, 38, 48], 3: [1, 7, 11, 19, 29, 30], 4: [8, 14, 22, 31, 37, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 45, 49]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (2, 2), (5, 0), (6, 0), (4, 1), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (2, 3), (6, 3), (3, 4), (3, 5), (4, 3), (1, 3), (4, 4), (2, 4), (5, 3), (1, 4), (4, 5), (6, 4), (2, 5), (5, 4), (1, 5), (6, 5), (5, 5)]",76
9,True,58,"{1: [5, 13, 24, 31, 38, 45], 2: [5, 13, 18, 28, 38, 48], 3: [0, 5, 9, 17, 38, 51], 4: [0, 8, 18, 23, 28, 45], 5: [23, 33, 36, 41, 48, 52], 6: [13, 16, 19, 28, 41, 45]}","[(3, 0), (4, 0), (1, 0), (2, 0), (3, 1), (4, 1), (3, 2), (1, 1), (2, 1), (6, 0), (6, 1), (3, 3), (2, 2), (4, 2), (6, 2), (4, 3), (5, 0), (1, 2), (2, 3), (4, 4), (6, 3), (1, 3), (5, 1), (5, 2), (1, 4), (2, 4), (3, 4), (5, 3), (6, 4), (1, 5), (4, 5), (6, 5), (2, 5), (5, 4), (3, 5), (5, 5)]",74
10,True,58,"{1: [9, 13, 16, 25, 37, 45], 2: [3, 11, 16, 27, 40, 50], 3: [0, 9, 19, 31, 40, 51], 4: [11, 16, 27, 34, 37, 45], 5: [16, 25, 28, 40, 50, 54], 6: [0, 3, 6, 21, 33, 37]}","[(3, 0), (6, 0), (2, 0), (6, 1), (6, 2), (1, 0), (3, 1), (2, 1), (4, 0), (1, 1), (1, 2), (2, 2), (4, 1), (5, 0), (3, 2), (6, 3), (1, 3), (5, 1), (2, 3), (4, 2), (5, 2), (3, 3), (6, 4), (4, 3), (1, 4), (4, 4), (6, 5), (2, 4), (3, 4), (5, 3), (1, 5), (4, 5), (2, 5), (5, 4), (3, 5), (5, 5)]",76
11,True,57,"{1: [5, 11, 18, 29, 40, 51], 2: [0, 11, 16, 30, 41, 51], 3: [0, 5, 9, 17, 26, 27], 4: [12, 26, 31, 36, 39, 47], 5: [17, 28, 34, 43, 52, 55], 6: [8, 11, 18, 31, 47, 51]}","[(2, 0), (3, 0), (1, 0), (3, 1), (6, 0), (3, 2), (1, 1), (2, 1), (6, 1), (4, 0), (2, 2), (3, 3), (5, 0), (1, 2), (6, 2), (3, 4), (4, 1), (3, 5), (5, 1), (1, 3), (2, 3), (4, 2), (6, 3), (5, 2), (4, 3), (4, 4), (1, 4), (2, 4), (5, 3), (4, 5), (6, 4), (1, 5), (2, 5), (6, 5), (5, 4), (5, 5)]",87
12,True,57,"{1: [7, 10, 17, 33, 40, 51], 2: [0, 9, 15, 26, 40, 50], 3: [0, 5, 9, 21, 36, 44], 4: [11, 16, 24, 29, 32, 43], 5: [14, 23, 27, 36, 50, 54], 6: [8, 14, 17, 30, 40, 44]}","[(2, 0), (3, 0), (3, 1), (1, 0), (6, 0), (2, 1), (3, 2), (1, 1), (4, 0), (5, 0), (6, 1), (2, 2), (4, 1), (1, 2), (6, 2), (3, 3), (5, 1), (4, 2), (2, 3), (5, 2), (4, 3), (6, 3), (4, 4), (1, 3), (3, 4), (5, 3), (1, 4), (2, 4), (6, 4), (4, 5), (3, 5), (6, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",74
13,True,58,"{1: [2, 8, 16, 23, 36, 45], 2: [3, 11, 16, 26, 40, 50], 3: [4, 13, 18, 31, 41, 51], 4: [11, 16, 25, 30, 33, 43], 5: [16, 25, 28, 39, 50, 54], 6: [0, 6, 9, 21, 41, 45]}","[(6, 0), (1, 0), (2, 0), (3, 0), (6, 1), (1, 1), (6, 2), (2, 1), (4, 0), (3, 1), (1, 2), (2, 2), (4, 1), (5, 0), (3, 2), (6, 3), (1, 3), (4, 2), (5, 1), (2, 3), (5, 2), (4, 3), (3, 3), (4, 4), (1, 4), (5, 3), (2, 4), (3, 4), (6, 4), (4, 5), (1, 5), (6, 5), (2, 5), (5, 4), (3, 5), (5, 5)]",75
14,True,57,"{1: [5, 7, 17, 24, 43, 50], 2: [0, 8, 14, 26, 43, 53], 3: [0, 5, 9, 21, 30, 31], 4: [11, 16, 27, 33, 38, 46], 5: [13, 23, 26, 36, 40, 43], 6: [8, 11, 17, 30, 46, 50]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (6, 0), (3, 2), (4, 0), (6, 1), (5, 0), (2, 2), (4, 1), (1, 2), (6, 2), (3, 3), (5, 1), (1, 3), (2, 3), (5, 2), (4, 2), (3, 4), (6, 3), (3, 5), (4, 3), (5, 3), (4, 4), (5, 4), (1, 4), (2, 4), (5, 5), (4, 5), (6, 4), (1, 5), (6, 5), (2, 5)]",82
15,True,57,"{1: [7, 10, 17, 33, 40, 51], 2: [0, 9, 16, 26, 40, 50], 3: [0, 5, 9, 21, 39, 44], 4: [11, 16, 24, 29, 32, 43], 5: [14, 24, 27, 36, 51, 54], 6: [8, 11, 17, 30, 40, 44]}","[(2, 0), (3, 0), (3, 1), (1, 0), (6, 0), (2, 1), (3, 2), (1, 1), (4, 0), (6, 1), (5, 0), (2, 2), (4, 1), (1, 2), (6, 2), (3, 3), (4, 2), (5, 1), (2, 3), (5, 2), (4, 3), (6, 3), (4, 4), (1, 3), (5, 3), (3, 4), (1, 4), (2, 4), (6, 4), (4, 5), (3, 5), (6, 5), (2, 5), (1, 5), (5, 4), (5, 5)]",75
16,True,55,"{1: [6, 9, 27, 34, 42, 49], 2: [0, 8, 15, 28, 38, 48], 3: [0, 6, 10, 18, 39, 42], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (4, 1), (5, 0), (6, 0), (2, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (1, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (2, 4), (5, 3), (6, 4), (3, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",88
17,True,55,"{1: [7, 9, 16, 30, 38, 49], 2: [0, 8, 15, 28, 38, 48], 3: [1, 6, 11, 19, 40, 42], 4: [8, 14, 22, 27, 30, 45], 5: [13, 22, 25, 41, 49, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (4, 0), (1, 1), (3, 2), (5, 0), (6, 0), (4, 1), (2, 2), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (1, 3), (4, 4), (1, 4), (2, 4), (6, 4), (3, 4), (5, 3), (3, 5), (6, 5), (4, 5), (2, 5), (1, 5), (5, 4), (5, 5)]",82
18,True,57,"{1: [5, 11, 25, 32, 40, 44], 2: [0, 8, 14, 26, 40, 50], 3: [0, 5, 9, 21, 38, 50], 4: [11, 16, 23, 28, 31, 43], 5: [13, 22, 26, 36, 50, 54], 6: [8, 12, 17, 30, 40, 44]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (6, 0), (3, 2), (1, 1), (4, 0), (6, 1), (5, 0), (2, 2), (4, 1), (6, 2), (3, 3), (5, 1), (4, 2), (1, 2), (2, 3), (5, 2), (4, 3), (6, 3), (4, 4), (1, 3), (5, 3), (3, 4), (1, 4), (2, 4), (6, 4), (4, 5), (1, 5), (6, 5), (2, 5), (3, 5), (5, 4), (5, 5)]",81
19,True,57,"{1: [5, 10, 16, 32, 39, 44], 2: [0, 8, 16, 29, 40, 50], 3: [0, 6, 10, 21, 33, 50], 4: [11, 16, 24, 29, 32, 46], 5: [15, 24, 27, 42, 50, 54], 6: [8, 13, 19, 30, 40, 47]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (6, 0), (1, 1), (3, 2), (4, 0), (6, 1), (5, 0), (1, 2), (2, 2), (4, 1), (6, 2), (3, 3), (4, 2), (5, 1), (5, 2), (2, 3), (4, 3), (6, 3), (1, 3), (4, 4), (3, 4), (1, 4), (2, 4), (6, 4), (5, 3), (1, 5), (4, 5), (6, 5), (2, 5), (3, 5), (5, 4), (5, 5)]",74
20,True,58,"{1: [2, 10, 16, 25, 38, 45], 2: [3, 11, 18, 28, 40, 50], 3: [4, 11, 17, 31, 47, 51], 4: [11, 16, 27, 32, 37, 45], 5: [16, 25, 28, 41, 50, 54], 6: [0, 4, 8, 21, 33, 37]}","[(6, 0), (1, 0), (2, 0), (3, 0), (6, 1), (6, 2), (1, 1), (2, 1), (3, 1), (4, 0), (1, 2), (4, 1), (5, 0), (3, 2), (2, 2), (6, 3), (1, 3), (5, 1), (4, 2), (2, 3), (5, 2), (3, 3), (4, 3), (6, 4), (4, 4), (6, 5), (1, 4), (2, 4), (5, 3), (1, 5), (4, 5), (3, 4), (2, 5), (5, 4), (3, 5), (5, 5)]",69
21,True,58,"{1: [2, 12, 17, 26, 41, 45], 2: [3, 11, 16, 26, 40, 50], 3: [5, 10, 17, 31, 41, 51], 4: [11, 16, 29, 34, 37, 45], 5: [16, 25, 28, 37, 51, 54], 6: [0, 3, 8, 21, 33, 37]}","[(6, 0), (1, 0), (2, 0), (6, 1), (3, 0), (6, 2), (3, 1), (2, 1), (4, 0), (1, 1), (2, 2), (4, 1), (5, 0), (1, 2), (3, 2), (6, 3), (5, 1), (1, 3), (2, 3), (5, 2), (4, 2), (3, 3), (6, 4), (4, 3), (4, 4), (5, 3), (6, 5), (2, 4), (1, 4), (3, 4), (1, 5), (4, 5), (2, 5), (3, 5), (5, 4), (5, 5)]",80
22,True,58,"{1: [7, 12, 22, 31, 38, 45], 2: [5, 13, 18, 28, 38, 48], 3: [0, 5, 9, 17, 28, 51], 4: [0, 6, 18, 25, 28, 45], 5: [23, 32, 36, 41, 48, 52], 6: [13, 16, 19, 28, 41, 45]}","[(3, 0), (4, 0), (2, 0), (3, 1), (4, 1), (1, 0), (3, 2), (1, 1), (2, 1), (6, 0), (6, 1), (3, 3), (2, 2), (4, 2), (6, 2), (1, 2), (5, 0), (4, 3), (2, 3), (3, 4), (4, 4), (6, 3), (1, 3), (5, 1), (5, 2), (1, 4), (2, 4), (5, 3), (6, 4), (1, 5), (4, 5), (6, 5), (2, 5), (5, 4), (3, 5), (5, 5)]",85
23,True,55,"{1: [6, 9, 16, 30, 38, 49], 2: [0, 8, 15, 28, 38, 48], 3: [1, 6, 10, 19, 37, 42], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 41, 48, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (4, 1), (5, 0), (6, 0), (2, 2), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (1, 3), (4, 4), (3, 4), (1, 4), (2, 4), (6, 4), (5, 3), (3, 5), (6, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",87
24,True,58,"{1: [10, 16, 19, 27, 38, 45], 2: [5, 13, 18, 28, 38, 48], 3: [0, 6, 10, 19, 40, 51], 4: [0, 5, 18, 23, 28, 45], 5: [23, 33, 36, 41, 49, 52], 6: [13, 16, 19, 28, 41, 45]}","[(3, 0), (4, 0), (2, 0), (4, 1), (3, 1), (1, 0), (3, 2), (2, 1), (6, 0), (1, 1), (6, 1), (2, 2), (4, 2), (1, 2), (3, 3), (6, 2), (4, 3), (5, 0), (1, 3), (2, 3), (4, 4), (6, 3), (5, 1), (5, 2), (1, 4), (2, 4), (3, 4), (5, 3), (6, 4), (1, 5), (4, 5), (6, 5), (2, 5), (5, 4), (3, 5), (5, 5)]",79
25,True,57,"{1: [5, 9, 20, 30, 38, 51], 2: [0, 9, 14, 28, 38, 48], 3: [0, 5, 9, 19, 39, 40], 4: [8, 13, 18, 23, 27, 45], 5: [23, 32, 35, 41, 48, 52], 6: [13, 16, 19, 28, 47, 51]}","[(2, 0), (3, 0), (1, 0), (3, 1), (4, 0), (1, 1), (2, 1), (3, 2), (4, 1), (6, 0), (2, 2), (6, 1), (4, 2), (3, 3), (6, 2), (1, 2), (4, 3), (5, 0), (4, 4), (2, 3), (6, 3), (1, 3), (5, 1), (5, 2), (1, 4), (2, 4), (3, 4), (3, 5), (5, 3), (4, 5), (6, 4), (2, 5), (5, 4), (1, 5), (6, 5), (5, 5)]",92
26,True,55,"{1: [1, 11, 25, 32, 42, 49], 2: [0, 8, 13, 28, 38, 48], 3: [2, 7, 11, 19, 38, 42], 4: [8, 14, 22, 27, 30, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (1, 0), (3, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (2, 2), (5, 0), (6, 0), (4, 1), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (1, 2), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (2, 4), (3, 4), (5, 3), (6, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",85
27,True,55,"{1: [5, 7, 16, 26, 38, 49], 2: [0, 8, 13, 28, 38, 48], 3: [0, 6, 10, 18, 27, 30], 4: [8, 13, 26, 34, 37, 45], 5: [13, 22, 25, 41, 48, 52], 6: [13, 16, 19, 28, 45, 49]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (4, 0), (3, 2), (2, 2), (4, 1), (5, 0), (6, 0), (1, 2), (6, 1), (3, 3), (6, 2), (5, 1), (5, 2), (1, 3), (4, 2), (3, 4), (2, 3), (6, 3), (3, 5), (4, 3), (4, 4), (1, 4), (2, 4), (5, 3), (4, 5), (6, 4), (2, 5), (5, 4), (1, 5), (6, 5), (5, 5)]",80
28,True,57,"{1: [7, 10, 26, 33, 40, 51], 2: [0, 8, 13, 26, 40, 50], 3: [0, 5, 9, 21, 35, 44], 4: [11, 16, 22, 27, 32, 43], 5: [13, 22, 26, 36, 50, 54], 6: [8, 14, 17, 30, 40, 44]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (6, 0), (3, 2), (1, 1), (4, 0), (2, 2), (5, 0), (6, 1), (4, 1), (6, 2), (3, 3), (4, 2), (5, 1), (1, 2), (2, 3), (5, 2), (4, 3), (6, 3), (4, 4), (1, 3), (3, 4), (5, 3), (1, 4), (2, 4), (6, 4), (4, 5), (3, 5), (6, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",84
29,True,55,"{1: [6, 11, 26, 32, 42, 49], 2: [0, 8, 15, 28, 38, 48], 3: [0, 7, 11, 19, 33, 42], 4: [8, 14, 22, 27, 30, 45], 5: [13, 22, 25, 38, 49, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (5, 0), (6, 0), (4, 1), (2, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (1, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (3, 4), (2, 4), (5, 3), (6, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (1, 5), (5, 4), (5, 5)]",83
30,True,58,"{1: [6, 12, 18, 27, 37, 45], 2: [3, 11, 16, 27, 40, 50], 3: [0, 9, 17, 31, 40, 51], 4: [11, 16, 26, 34, 37, 45], 5: [16, 25, 28, 40, 51, 54], 6: [0, 3, 6, 21, 33, 37]}","[(3, 0), (6, 0), (2, 0), (6, 1), (1, 0), (6, 2), (3, 1), (2, 1), (4, 0), (1, 1), (2, 2), (4, 1), (5, 0), (3, 2), (1, 2), (6, 3), (5, 1), (4, 2), (1, 3), (2, 3), (5, 2), (3, 3), (6, 4), (4, 3), (1, 4), (4, 4), (6, 5), (2, 4), (3, 4), (5, 3), (1, 5), (4, 5), (2, 5), (3, 5), (5, 4), (5, 5)]",88
31,True,58,"{1: [0, 13, 18, 33, 40, 45], 2: [3, 11, 16, 26, 40, 50], 3: [6, 11, 18, 31, 46, 51], 4: [11, 16, 25, 30, 33, 43], 5: [16, 25, 28, 36, 50, 54], 6: [0, 5, 9, 21, 41, 45]}","[(1, 0), (6, 0), (2, 0), (6, 1), (3, 0), (6, 2), (2, 1), (3, 1), (4, 0), (1, 1), (2, 2), (4, 1), (5, 0), (1, 2), (3, 2), (6, 3), (4, 2), (5, 1), (2, 3), (5, 2), (4, 3), (3, 3), (1, 3), (4, 4), (5, 3), (1, 4), (2, 4), (6, 4), (4, 5), (1, 5), (6, 5), (3, 4), (2, 5), (5, 4), (3, 5), (5, 5)]",86
32,True,56,"{1: [6, 11, 17, 23, 43, 50], 2: [0, 8, 16, 27, 40, 50], 3: [0, 5, 9, 21, 30, 31], 4: [11, 16, 24, 32, 38, 46], 5: [13, 23, 26, 37, 51, 54], 6: [8, 13, 17, 30, 46, 50]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (6, 0), (3, 2), (1, 1), (4, 0), (5, 0), (6, 1), (2, 2), (4, 1), (1, 2), (6, 2), (3, 3), (1, 3), (5, 1), (4, 2), (5, 2), (2, 3), (3, 4), (6, 3), (3, 5), (4, 3), (5, 3), (4, 4), (2, 4), (1, 4), (4, 5), (6, 4), (1, 5), (2, 5), (6, 5), (5, 4), (5, 5)]",94
33,True,58,"{1: [2, 3, 12, 18, 25, 35], 2: [3, 11, 16, 29, 39, 49], 3: [5, 11, 16, 30, 48, 49], 4: [20, 25, 30, 37, 41, 49], 5: [18, 27, 30, 44, 50, 53], 6: [0, 3, 6, 15, 26, 35]}","[(6, 0), (1, 0), (1, 1), (2, 0), (6, 1), (3, 0), (6, 2), (2, 1), (3, 1), (1, 2), (6, 3), (2, 2), (3, 2), (1, 3), (5, 0), (4, 0), (1, 4), (4, 1), (6, 4), (5, 1), (2, 3), (3, 3), (4, 2), (5, 2), (1, 5), (6, 5), (4, 3), (2, 4), (4, 4), (5, 3), (3, 4), (2, 5), (3, 5), (4, 5), (5, 4), (5, 5)]",79
34,True,55,"{1: [7, 8, 28, 35, 42, 49], 2: [0, 8, 13, 28, 38, 48], 3: [0, 6, 10, 19, 38, 42], 4: [8, 14, 22, 27, 30, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (3, 1), (1, 0), (1, 1), (2, 1), (4, 0), (3, 2), (2, 2), (5, 0), (6, 0), (4, 1), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (1, 2), (2, 3), (6, 3), (4, 4), (1, 3), (2, 4), (3, 4), (5, 3), (6, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",74
35,True,55,"{1: [5, 11, 25, 31, 40, 49], 2: [0, 8, 15, 26, 40, 50], 3: [0, 5, 9, 21, 37, 38], 4: [11, 16, 22, 27, 30, 43], 5: [13, 22, 25, 36, 51, 54], 6: [8, 11, 17, 30, 45, 49]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (6, 0), (3, 2), (1, 1), (4, 0), (6, 1), (5, 0), (2, 2), (4, 1), (6, 2), (3, 3), (4, 2), (5, 1), (1, 2), (5, 2), (2, 3), (4, 3), (4, 4), (6, 3), (1, 3), (5, 3), (3, 4), (3, 5), (1, 4), (2, 4), (4, 5), (6, 4), (1, 5), (6, 5), (2, 5), (5, 4), (5, 5)]",69
36,True,55,"{1: [5, 11, 16, 32, 40, 49], 2: [0, 8, 13, 26, 40, 50], 3: [0, 5, 9, 21, 31, 38], 4: [11, 16, 22, 27, 30, 43], 5: [13, 22, 25, 36, 50, 54], 6: [8, 11, 17, 30, 45, 49]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (6, 0), (3, 2), (1, 1), (4, 0), (6, 1), (2, 2), (5, 0), (1, 2), (4, 1), (6, 2), (3, 3), (4, 2), (5, 1), (5, 2), (2, 3), (4, 3), (4, 4), (6, 3), (3, 4), (1, 3), (5, 3), (3, 5), (1, 4), (2, 4), (4, 5), (6, 4), (1, 5), (6, 5), (2, 5), (5, 4), (5, 5)]",75
37,True,55,"{1: [6, 7, 16, 25, 42, 49], 2: [0, 8, 15, 28, 38, 48], 3: [0, 6, 10, 19, 28, 30], 4: [8, 14, 24, 32, 37, 45], 5: [13, 22, 25, 38, 49, 52], 6: [13, 16, 19, 28, 45, 49]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (4, 0), (3, 2), (5, 0), (6, 0), (4, 1), (2, 2), (1, 2), (6, 1), (3, 3), (6, 2), (5, 1), (4, 2), (1, 3), (5, 2), (2, 3), (3, 4), (6, 3), (3, 5), (4, 3), (4, 4), (2, 4), (5, 3), (1, 4), (4, 5), (6, 4), (2, 5), (1, 5), (5, 4), (6, 5), (5, 5)]",80
