,instance,max_time,postprocessing,version,num_reads,num_feasible,num_optimal,number_of_jobs,number_of_tasks,is_squashed,max_task_time,mean_task_time,heuristic,optimal,energy_best,result_best,chain_strength,chain_break_method,qpu_sampling_time,qpu_anneal_time_per_sample,qpu_readout_time_per_sample,qpu_access_time,qpu_access_overhead_time,qpu_programming_time,qpu_delay_time_per_sample,post_processing_overhead_time,total_post_processing_time,is_cut_out,window_size,window_start
234,,4,False,pyqubo,1000,0,0,5,5,,3,2.0,True,0,2.166666666666667,,0.976860881506769,majority_vote,238940.0,20.0,198.4,249726.5,1658.5,10786.5,20.54,3067.0,3067.0,1.0,5.0,11.0
235,,4,False,pyqubo,1000,0,0,5,5,,3,2.0,True,0,2.166666666666667,,0.976860881506769,majority_vote,238940.0,20.0,198.4,249730.7,2023.3,10790.7,20.54,1964.0,1964.0,1.0,5.0,10.0
236,,4,False,pyqubo,1000,0,0,5,5,,3,2.0,True,0,2.166666666666667,,0.976860881506769,majority_vote,244060.0,20.0,203.52,254773.7,2112.3,10713.7,20.54,1328.0,1328.0,1.0,5.0,7.0
237,,4,False,pyqubo,1000,0,0,2,4,,2,1.5,True,0,1.6666666666666663,,0.8658946240738534,majority_vote,238940.0,20.0,198.4,249715.1,1829.9,10775.1,20.54,3665.0,3665.0,1.0,4.0,0.0
238,,6,False,pyqubo,1000,36,0,2,4,,2,1.5,True,0,0.2962962962962963,4.0,1.4467611024284557,majority_vote,242780.0,20.0,202.24,253585.3,2165.7,10805.3,20.54,4149.0,4149.0,1.0,4.0,1.0
239,,4,False,pyqubo,1000,2,0,2,3,,2,1.3333333333333333,True,0,0.8888888888888888,3.0,1.131752208966256,majority_vote,238940.0,20.0,198.4,249645.3,1495.7,10705.3,20.54,3663.0,3663.0,1.0,4.0,1.0
240,,2,False,pyqubo,1000,0,0,2,2,,2,1.5,True,0,1.6666666666666663,,0.707,majority_vote,238940.0,20.0,198.4,249704.1,2001.9,10764.1,20.54,3625.0,3625.0,1.0,4.0,0.0
241,,5,False,pyqubo,1000,20,0,3,8,,1,1.0,True,0,1.125,4.0,1.3934565351616155,majority_vote,238940.0,20.0,198.4,249781.7,2002.3,10841.7,20.54,1715.0,1715.0,1.0,4.0,1.0
242,,5,False,pyqubo,1000,14,0,3,8,,1,1.0,True,0,1.125,4.0,1.3934565351616155,majority_vote,243160.0,20.0,202.62,254066.3,2284.7,10906.3,20.54,737.0,737.0,1.0,4.0,0.0
243,,5,False,pyqubo,1000,16,0,3,8,,1,1.0,True,0,1.125,4.0,1.3934565351616155,majority_vote,243800.0,20.0,203.26,254635.9,1893.1,10835.9,20.54,1156.0,1156.0,1.0,4.0,2.0
244,,4,False,pyqubo,1000,0,0,3,8,,1,1.0,True,0,1.625,,1.1240583590029676,majority_vote,238940.0,20.0,198.4,249691.5,1971.5,10751.5,20.54,3749.0,3749.0,1.0,4.0,0.0
245,,4,False,pyqubo,1000,0,0,3,8,,1,1.0,True,0,1.625,,1.1240583590029676,majority_vote,238940.0,20.0,198.4,249756.5,1655.5,10816.5,20.54,519.0,519.0,1.0,4.0,1.0
246,,4,False,pyqubo,1000,0,0,3,8,,1,1.0,True,0,1.625,,1.1240583590029676,majority_vote,238940.0,20.0,198.4,249755.5,1697.5,10815.5,20.54,1644.0,1644.0,1.0,4.0,2.0
247,,5,False,pyqubo,1000,12,0,4,11,,1,1.0,True,0,0.895999999999999,4.0,1.3833682083957253,majority_vote,238940.0,20.0,198.4,249902.1,1942.9,10962.1,20.54,964.0,964.0,1.0,4.0,2.0
248,,5,False,pyqubo,1000,12,0,4,11,,1,1.0,True,0,0.895999999999999,4.0,1.3833682083957253,majority_vote,238940.0,20.0,198.4,249845.1,3057.9,10905.1,20.54,831.0,831.0,1.0,4.0,1.0
249,,5,False,pyqubo,1000,12,0,4,11,,1,1.0,True,0,0.895999999999999,4.0,1.3833682083957253,majority_vote,238940.0,20.0,198.4,249844.3,2407.7,10904.3,20.54,784.0,784.0,1.0,4.0,3.0
250,,5,False,pyqubo,1000,13,0,4,11,,1,1.0,True,0,0.895999999999999,4.0,1.3833682083957253,majority_vote,238940.0,20.0,198.4,249875.7,2085.3,10935.7,20.54,789.0,789.0,1.0,4.0,0.0
251,,6,False,pyqubo,1000,107,0,4,11,,1,1.0,True,0,0.1791999999999998,4.0,1.5969865122957505,majority_vote,239460.0,20.0,198.92,250392.9,2770.1,10932.9,20.54,975.0,975.0,1.0,4.0,0.0
252,,3,False,pyqubo,1000,0,0,4,8,,1,1.0,True,0,2.4800000000000004,,0.8658946240738533,majority_vote,238940.0,20.0,198.4,249729.3,1986.7,10789.3,20.54,496.0,496.0,1.0,4.0,2.0
253,,3,False,pyqubo,1000,0,0,4,8,,1,1.0,True,0,2.4800000000000004,,0.8658946240738533,majority_vote,238940.0,20.0,198.4,249660.1,1774.9,10720.1,20.54,679.0,679.0,1.0,4.0,3.0
254,,3,False,pyqubo,1000,0,0,4,8,,1,1.0,True,0,2.4800000000000004,,0.8658946240738533,majority_vote,238940.0,20.0,198.4,249656.1,1731.9,10716.1,20.54,582.0,582.0,1.0,4.0,1.0
255,,4,False,pyqubo,1000,0,0,5,8,,2,1.375,True,0,2.398148148148149,,1.224559920951196,majority_vote,241100.0,20.0,200.56,251846.7,1586.3,10746.7,20.54,640.0,640.0,1.0,4.0,8.0
256,,6,False,pyqubo,1000,189,0,5,8,,2,1.375,True,0,0.1221707818930042,4.0,1.597579196121052,majority_vote,238940.0,20.0,198.4,249795.1,2443.9,10855.1,20.54,814.0,814.0,1.0,4.0,0.0
257,,5,False,pyqubo,1000,11,0,5,8,,2,1.375,True,0,0.7330246913580245,4.0,1.4207818134880743,majority_vote,242460.0,20.0,201.92,253337.5,1700.5,10877.5,20.54,649.0,649.0,1.0,4.0,5.0
258,,7,False,pyqubo,1000,448,0,5,8,,2,1.375,True,0,0.0218621399176957,4.0,1.7550838904451262,majority_vote,242780.0,20.0,202.24,253688.7,3281.3,10908.7,20.54,1168.0,1168.0,1.0,4.0,9.0
259,,7,False,pyqubo,1000,452,0,5,8,,2,1.375,True,0,0.0205761316872425,4.0,1.7550838904451262,majority_vote,242520.0,20.0,201.98,253546.3,2340.7,11026.3,20.54,4482.0,4482.0,1.0,4.0,3.0
260,,5,False,pyqubo,1000,17,0,5,8,,2,1.375,True,0,0.7330246913580245,4.0,1.4207818134880743,majority_vote,238940.0,20.0,198.4,249816.7,2115.3,10876.7,20.54,958.0,958.0,1.0,4.0,7.0
261,,4,False,pyqubo,1000,0,0,5,8,,2,1.375,True,0,2.398148148148149,,1.224559920951196,majority_vote,238940.0,20.0,198.4,249688.1,1805.9,10748.1,20.54,532.0,532.0,1.0,4.0,2.0
262,,6,False,pyqubo,1000,190,0,5,8,,2,1.375,True,0,0.1221707818930042,4.0,1.597579196121052,majority_vote,238940.0,20.0,198.4,249854.3,2048.7,10914.3,20.54,1044.0,1044.0,1.0,4.0,4.0
263,,7,False,pyqubo,1000,347,0,5,8,,2,1.375,True,0,0.0679441015089157,5.0,1.7550838904451262,majority_vote,238940.0,20.0,198.4,249867.7,2920.3,10927.7,20.54,744.0,744.0,1.0,4.0,6.0
264,,4,False,pyqubo,1000,1,0,5,7,,2,1.4285714285714286,True,0,1.731481481481481,4.0,1.2458582119208137,majority_vote,242520.0,20.0,201.98,253343.3,1440.7,10823.3,20.54,518.0,518.0,1.0,4.0,1.0
265,,7,False,pyqubo,1000,513,0,5,8,,2,1.375,True,0,0.0280778463648836,4.0,1.742067019376694,majority_vote,243460.0,20.0,202.92,254512.1,2724.9,11052.1,20.54,1395.0,1395.0,1.0,4.0,5.0
266,,5,False,pyqubo,1000,90,0,4,6,,2,1.3333333333333333,True,0,0.1920000000000001,3.0,1.3789849370177103,majority_vote,238940.0,20.0,198.4,249732.5,1699.5,10792.5,20.54,634.0,634.0,1.0,4.0,3.0
267,,2,False,pyqubo,1000,0,0,4,4,,2,1.5,True,0,2.8,,0.6323600240369405,majority_vote,238940.0,20.0,198.4,249713.3,1625.7,10773.3,20.54,3635.0,3635.0,1.0,4.0,1.0
268,,2,False,pyqubo,1000,0,0,4,4,,2,1.5,True,0,2.8,,0.6323600240369405,majority_vote,238940.0,20.0,198.4,249643.5,1621.5,10703.5,20.54,733.0,733.0,1.0,4.0,9.0
269,,2,False,pyqubo,1000,0,0,4,4,,2,1.5,True,0,2.8,,0.6323600240369405,majority_vote,239520.0,20.0,198.98,250222.1,1907.9,10702.1,20.54,482.0,482.0,1.0,4.0,2.0
270,,2,False,pyqubo,1000,0,0,4,4,,2,1.5,True,0,2.8,,0.6323600240369405,majority_vote,238940.0,20.0,198.4,249712.3,1745.7,10772.3,20.54,1309.0,1309.0,1.0,4.0,8.0
271,,2,False,pyqubo,1000,0,0,4,4,,2,1.5,True,0,2.8,,0.6323600240369405,majority_vote,238940.0,20.0,198.4,249643.1,1577.9,10703.1,20.54,540.0,540.0,1.0,4.0,7.0
272,,2,False,pyqubo,1000,0,0,4,4,,2,1.5,True,0,2.8,,0.6323600240369405,majority_vote,238940.0,20.0,198.4,249713.1,1635.9,10773.1,20.54,680.0,680.0,1.0,4.0,0.0
273,,2,False,pyqubo,1000,0,0,4,4,,2,1.5,True,0,2.8,,0.6323600240369405,majority_vote,238940.0,20.0,198.4,249642.1,1839.9,10702.1,20.54,144.0,144.0,1.0,4.0,6.0
274,,2,False,pyqubo,1000,0,0,4,4,,2,1.5,True,0,2.8,,0.6323600240369405,majority_vote,238940.0,20.0,198.4,249641.5,1640.5,10701.5,20.54,681.0,681.0,1.0,4.0,4.0
275,,4,False,pyqubo,1000,6,0,4,6,,2,1.3333333333333333,True,0,0.96,3.0,1.1856750450692637,majority_vote,238940.0,20.0,198.4,249749.5,1476.5,10809.5,20.54,701.0,701.0,1.0,4.0,2.0
276,,4,False,pyqubo,1000,5,0,4,6,,2,1.3333333333333333,True,0,0.96,3.0,1.1856750450692637,majority_vote,244380.0,20.0,203.84,255114.1,1639.9,10734.1,20.54,529.0,529.0,1.0,4.0,12.0
277,,4,False,pyqubo,1000,4,0,4,6,,2,1.3333333333333333,True,0,0.96,3.0,1.1856750450692637,majority_vote,238940.0,20.0,198.4,249744.3,1989.7,10804.3,20.54,780.0,780.0,1.0,4.0,3.0
278,,4,False,pyqubo,1000,7,0,4,6,,2,1.3333333333333333,True,0,0.96,3.0,1.1856750450692637,majority_vote,238940.0,20.0,198.4,249673.7,1585.3,10733.7,20.54,1244.0,1244.0,1.0,4.0,15.0
279,,4,False,pyqubo,1000,5,0,4,6,,2,1.3333333333333333,True,0,0.96,3.0,1.1856750450692637,majority_vote,238940.0,20.0,198.4,249731.7,1352.3,10791.7,20.54,603.0,603.0,1.0,4.0,8.0
280,,3,False,pyqubo,1000,0,0,4,6,,2,1.3333333333333333,True,0,2.8,,0.9572825253462708,majority_vote,238940.0,20.0,198.4,249730.7,1409.3,10790.7,20.54,483.0,483.0,1.0,4.0,7.0
281,,4,False,pyqubo,1000,7,0,4,6,,2,1.3333333333333333,True,0,0.96,3.0,1.1856750450692637,majority_vote,238940.0,20.0,198.4,249678.5,1860.5,10738.5,20.54,653.0,653.0,1.0,4.0,13.0
282,,4,False,pyqubo,1000,5,0,4,6,,2,1.3333333333333333,True,0,0.96,3.0,1.1856750450692637,majority_vote,238940.0,20.0,198.4,249748.9,1430.1,10808.9,20.54,546.0,546.0,1.0,4.0,6.0
283,,3,False,pyqubo,1000,0,0,4,6,,2,1.3333333333333333,True,0,2.8,,0.9572825253462708,majority_vote,242820.0,20.0,202.28,253534.7,1445.3,10714.7,20.54,522.0,522.0,1.0,4.0,10.0
284,,4,False,pyqubo,1000,7,0,4,6,,2,1.3333333333333333,True,0,0.96,3.0,1.1856750450692637,majority_vote,243100.0,20.0,202.56,253838.1,1558.9,10738.1,20.54,2066.0,2066.0,1.0,4.0,17.0
285,,4,False,pyqubo,1000,6,0,4,6,,2,1.3333333333333333,True,0,0.96,3.0,1.1856750450692637,majority_vote,238940.0,20.0,198.4,249744.3,1817.7,10804.3,20.54,589.0,589.0,1.0,4.0,16.0
286,,4,False,pyqubo,1000,4,0,4,6,,2,1.3333333333333333,True,0,0.96,3.0,1.1856750450692637,majority_vote,238940.0,20.0,198.4,249753.7,1243.3,10813.7,20.54,1563.0,1563.0,1.0,4.0,14.0
287,,4,False,pyqubo,1000,5,0,4,6,,2,1.3333333333333333,True,0,0.96,3.0,1.1856750450692637,majority_vote,238940.0,20.0,198.4,249743.3,1410.7,10803.3,20.54,280.0,280.0,1.0,4.0,9.0
288,,4,False,pyqubo,1000,7,0,4,6,,2,1.3333333333333333,True,0,0.96,3.0,1.1856750450692637,majority_vote,238940.0,20.0,198.4,249679.5,2174.5,10739.5,20.54,575.0,575.0,1.0,4.0,19.0
289,,4,False,pyqubo,1000,6,0,4,6,,2,1.3333333333333333,True,0,0.96,3.0,1.1856750450692637,majority_vote,238940.0,20.0,198.4,249664.9,1716.1,10724.9,20.54,888.0,888.0,1.0,4.0,5.0
290,,4,False,pyqubo,1000,7,0,4,6,,2,1.3333333333333333,True,0,0.96,3.0,1.1856750450692637,majority_vote,238940.0,20.0,198.4,249739.1,1808.9,10799.1,20.54,664.0,664.0,1.0,4.0,18.0
291,,4,False,pyqubo,1000,4,0,4,6,,2,1.3333333333333333,True,0,0.96,3.0,1.1856750450692637,majority_vote,238940.0,20.0,198.4,249749.5,1860.5,10809.5,20.54,726.0,726.0,1.0,4.0,0.0
292,,4,False,pyqubo,1000,4,0,4,6,,2,1.3333333333333333,True,0,0.96,3.0,1.1856750450692637,majority_vote,238940.0,20.0,198.4,249671.3,1448.7,10731.3,20.54,529.0,529.0,1.0,4.0,11.0
293,,4,False,pyqubo,1000,4,0,4,6,,2,1.3333333333333333,True,0,0.96,3.0,1.1856750450692637,majority_vote,238940.0,20.0,198.4,249736.9,1582.1,10796.9,20.54,606.0,606.0,1.0,4.0,4.0
294,,4,False,pyqubo,1000,4,0,4,6,,2,1.3333333333333333,True,0,0.96,3.0,1.1856750450692637,majority_vote,238940.0,20.0,198.4,249686.5,2651.5,10746.5,20.54,548.0,548.0,1.0,4.0,1.0
295,,4,False,pyqubo,1000,0,0,4,7,,3,1.8571428571428568,True,0,3.016,,0.8513407367206153,majority_vote,238940.0,20.0,198.4,249714.9,2192.1,10774.9,20.54,511.0,511.0,1.0,4.0,13.0
296,,4,False,pyqubo,1000,0,0,4,7,,3,1.8571428571428568,True,0,3.016,,0.8513407367206153,majority_vote,238940.0,20.0,198.4,249727.7,3072.3,10787.7,20.54,612.0,612.0,1.0,4.0,9.0
297,,4,False,pyqubo,1000,0,0,4,7,,3,1.8571428571428568,True,0,3.016,,0.8513407367206153,majority_vote,238940.0,20.0,198.4,249719.3,1746.7,10779.3,20.54,456.0,456.0,1.0,4.0,15.0
298,,4,False,pyqubo,1000,0,0,4,7,,3,1.8571428571428568,True,0,3.016,,0.8513407367206153,majority_vote,242820.0,20.0,202.28,253524.5,1369.5,10704.5,20.54,3648.0,3648.0,1.0,4.0,0.0
299,,4,False,pyqubo,1000,0,0,4,7,,3,1.8571428571428568,True,0,3.016,,0.8513407367206153,majority_vote,240140.0,20.0,199.6,250920.7,2101.3,10780.7,20.54,4036.0,4036.0,1.0,4.0,18.0
300,,4,False,pyqubo,1000,0,0,4,7,,3,1.8571428571428568,True,0,3.016,,0.8513407367206153,majority_vote,238940.0,20.0,198.4,249650.5,2365.5,10710.5,20.54,3649.0,3649.0,1.0,4.0,3.0
301,,4,False,pyqubo,1000,0,0,4,7,,3,1.8571428571428568,True,0,3.016,,0.8513407367206153,majority_vote,238940.0,20.0,198.4,249714.9,1740.1,10774.9,20.54,1431.0,1431.0,1.0,4.0,8.0
302,,4,False,pyqubo,1000,0,0,4,7,,3,1.8571428571428568,True,0,3.016,,0.8513407367206153,majority_vote,238940.0,20.0,198.4,249713.1,1381.9,10773.1,20.54,525.0,525.0,1.0,4.0,5.0
303,,4,False,pyqubo,1000,0,0,4,7,,3,1.8571428571428568,True,0,3.016,,0.8513407367206153,majority_vote,238940.0,20.0,198.4,249638.3,2063.7,10698.3,20.54,618.0,618.0,1.0,4.0,7.0
304,,4,False,pyqubo,1000,0,0,4,7,,3,1.8571428571428568,True,0,3.016,,0.8513407367206153,majority_vote,238940.0,20.0,198.4,249721.3,2270.7,10781.3,20.54,577.0,577.0,1.0,4.0,1.0
305,,4,False,pyqubo,1000,0,0,4,7,,3,1.8571428571428568,True,0,3.016,,0.8513407367206153,majority_vote,238940.0,20.0,198.4,249651.9,1546.1,10711.9,20.54,439.0,439.0,1.0,4.0,14.0
306,,4,False,pyqubo,1000,0,0,4,7,,3,1.8571428571428568,True,0,3.016,,0.8513407367206153,majority_vote,238940.0,20.0,198.4,249650.9,1510.1,10710.9,20.54,1037.0,1037.0,1.0,4.0,2.0
307,,4,False,pyqubo,1000,0,0,4,7,,3,1.8571428571428568,True,0,3.016,,0.8513407367206153,majority_vote,238940.0,20.0,198.4,249720.7,1957.3,10780.7,20.54,2241.0,2241.0,1.0,4.0,4.0
308,,4,False,pyqubo,1000,0,0,4,7,,3,1.8571428571428568,True,0,3.016,,0.8513407367206153,majority_vote,238940.0,20.0,198.4,249717.9,2341.1,10777.9,20.54,361.0,361.0,1.0,4.0,17.0
309,,4,False,pyqubo,1000,0,0,4,7,,3,1.8571428571428568,True,0,3.016,,0.8513407367206153,majority_vote,238940.0,20.0,198.4,249719.7,1281.3,10779.7,20.54,469.0,469.0,1.0,4.0,10.0
310,,4,False,pyqubo,1000,0,0,4,7,,3,1.8571428571428568,True,0,3.016,,0.8513407367206153,majority_vote,238940.0,20.0,198.4,249730.5,1566.5,10790.5,20.54,1972.0,1972.0,1.0,4.0,11.0
311,,4,False,pyqubo,1000,0,0,4,7,,3,1.8571428571428568,True,0,3.016,,0.8513407367206153,majority_vote,238940.0,20.0,198.4,249651.9,1747.1,10711.9,20.54,779.0,779.0,1.0,4.0,12.0
312,,4,False,pyqubo,1000,0,0,4,7,,3,1.8571428571428568,True,0,3.016,,0.8513407367206153,majority_vote,238940.0,20.0,198.4,249716.7,2409.3,10776.7,20.54,513.0,513.0,1.0,4.0,19.0
313,,4,False,pyqubo,1000,0,0,4,7,,3,1.8571428571428568,True,0,3.016,,0.8513407367206153,majority_vote,238940.0,20.0,198.4,249725.1,1591.9,10785.1,20.54,197.0,197.0,1.0,4.0,6.0
314,,4,False,pyqubo,1000,0,0,4,7,,3,1.8571428571428568,True,0,3.016,,0.8513407367206153,majority_vote,238940.0,20.0,198.4,249644.9,1655.1,10704.9,20.54,640.0,640.0,1.0,4.0,16.0
315,,3,False,pyqubo,1000,1,0,2,3,,2,1.3333333333333333,True,0,1.2222222222222223,3.0,0.8942921222956176,majority_vote,238940.0,20.0,198.4,249638.5,1594.5,10698.5,20.54,607.0,607.0,1.0,3.0,2.0
316,,3,False,pyqubo,1000,0,0,2,3,,2,1.3333333333333333,True,0,1.2222222222222223,,0.8942921222956176,majority_vote,238940.0,20.0,198.4,249710.1,2065.9,10770.1,20.54,497.0,497.0,1.0,3.0,1.0
317,,3,False,pyqubo,1000,1,0,2,3,,2,1.3333333333333333,True,0,1.2222222222222223,3.0,0.8942921222956176,majority_vote,238940.0,20.0,198.4,249708.7,1229.3,10768.7,20.54,462.0,462.0,1.0,3.0,0.0
318,,2,False,pyqubo,1000,0,0,2,2,,2,1.5,True,0,1.6666666666666663,,0.707,majority_vote,238940.0,20.0,198.4,249706.9,1613.1,10766.9,20.54,347.0,347.0,1.0,3.0,2.0
319,,2,False,pyqubo,1000,0,0,2,2,,2,1.5,True,0,1.6666666666666663,,0.707,majority_vote,238940.0,20.0,198.4,249632.3,1313.7,10692.3,20.54,382.0,382.0,1.0,3.0,1.0
320,,2,False,pyqubo,1000,0,0,2,2,,2,1.5,True,0,1.6666666666666663,,0.707,majority_vote,238940.0,20.0,198.4,249706.3,1926.7,10766.3,20.54,3616.0,3616.0,1.0,3.0,0.0
321,,3,False,pyqubo,1000,0,0,3,6,,1,1.0,True,0,2.5,,0.989379077165741,majority_vote,238940.0,20.0,198.4,249724.3,1318.7,10784.3,20.54,479.0,479.0,1.0,3.0,3.0
322,,3,False,pyqubo,1000,0,0,3,6,,1,1.0,True,0,2.5,,0.989379077165741,majority_vote,238940.0,20.0,198.4,249725.3,1731.7,10785.3,20.54,681.0,681.0,1.0,3.0,0.0
323,,4,False,pyqubo,1000,7,0,3,6,,1,1.0,True,0,1.125,3.0,1.27456237587652,majority_vote,238940.0,20.0,198.4,249757.5,1649.5,10817.5,20.54,761.0,761.0,1.0,3.0,1.0
324,,3,False,pyqubo,1000,0,0,3,6,,1,1.0,True,0,2.5,,0.989379077165741,majority_vote,238940.0,20.0,198.4,249652.5,1184.5,10712.5,20.54,289.0,289.0,1.0,3.0,2.0
325,,3,False,pyqubo,1000,1,0,3,6,,1,1.0,True,0,2.0,3.0,0.989379077165741,majority_vote,238940.0,20.0,198.4,249734.1,1778.9,10794.1,20.54,3678.0,3678.0,1.0,3.0,1.0
326,,3,False,pyqubo,1000,0,0,3,6,,1,1.0,True,0,2.0,,0.989379077165741,majority_vote,238940.0,20.0,198.4,249667.7,1771.3,10727.7,20.54,656.0,656.0,1.0,3.0,0.0
327,,3,False,pyqubo,1000,0,0,3,6,,1,1.0,True,0,2.0,,0.989379077165741,majority_vote,238940.0,20.0,198.4,249735.7,1495.3,10795.7,20.54,690.0,690.0,1.0,3.0,2.0
328,,3,False,pyqubo,1000,0,0,3,6,,1,1.0,True,0,2.0,,0.989379077165741,majority_vote,238940.0,20.0,198.4,249731.1,1209.9,10791.1,20.54,546.0,546.0,1.0,3.0,3.0
329,,3,False,pyqubo,1000,0,0,4,8,,1,1.0,True,0,2.8,,0.999848988597778,majority_vote,238940.0,20.0,198.4,249673.1,1808.9,10733.1,20.54,1369.0,1369.0,1.0,3.0,0.0
330,,4,False,pyqubo,1000,14,0,4,8,,1,1.0,True,0,0.96,3.0,1.27456237587652,majority_vote,238940.0,20.0,198.4,249740.3,1979.7,10800.3,20.54,622.0,622.0,1.0,3.0,3.0
331,,3,False,pyqubo,1000,0,0,4,8,,1,1.0,True,0,2.8,,0.999848988597778,majority_vote,238940.0,20.0,198.4,249657.5,1749.5,10717.5,20.54,540.0,540.0,1.0,3.0,4.0
332,,4,False,pyqubo,1000,10,0,4,8,,1,1.0,True,0,0.96,3.0,1.27456237587652,majority_vote,244440.0,20.0,203.9,255308.3,1650.7,10868.3,20.54,654.0,654.0,1.0,3.0,2.0
333,,3,False,pyqubo,1000,0,0,4,8,,1,1.0,True,0,2.8,,0.999848988597778,majority_vote,238940.0,20.0,198.4,249733.3,2148.7,10793.3,20.54,1032.0,1032.0,1.0,3.0,1.0
334,,3,False,pyqubo,1000,0,0,4,8,,1,1.0,True,0,2.2,,0.999848988597778,majority_vote,238940.0,20.0,198.4,249651.5,1617.5,10711.5,20.54,495.0,495.0,1.0,3.0,1.0
335,,3,False,pyqubo,1000,0,0,4,8,,1,1.0,True,0,2.2,,0.999848988597778,majority_vote,238940.0,20.0,198.4,249737.1,1789.9,10797.1,20.54,1078.0,1078.0,1.0,3.0,0.0
336,,3,False,pyqubo,1000,0,0,4,8,,1,1.0,True,0,2.2,,0.999848988597778,majority_vote,243420.0,20.0,202.88,254134.9,1381.1,10714.9,20.54,489.0,489.0,1.0,3.0,4.0
337,,3,False,pyqubo,1000,1,0,4,8,,1,1.0,True,0,2.2,3.0,0.999848988597778,majority_vote,242800.0,20.0,202.26,253597.7,2001.3,10797.7,20.54,720.0,720.0,1.0,3.0,3.0
338,,3,False,pyqubo,1000,0,0,4,8,,1,1.0,True,0,2.2,,0.999848988597778,majority_vote,239460.0,20.0,198.92,250255.9,1806.1,10795.9,20.54,485.0,485.0,1.0,3.0,2.0
339,,5,False,pyqubo,1000,53,0,4,6,,2,1.5,True,0,0.2431999999999998,3.0,1.3091096210783877,majority_vote,244420.0,20.0,203.88,255187.9,2123.1,10767.9,20.54,377.0,377.0,1.0,3.0,2.0
340,,5,False,pyqubo,1000,53,0,4,6,,2,1.5,True,0,0.2431999999999998,3.0,1.3091096210783877,majority_vote,238940.0,20.0,198.4,249715.5,1545.5,10775.5,20.54,1014.0,1014.0,1.0,3.0,0.0
341,,5,False,pyqubo,1000,56,0,4,6,,2,1.5,True,0,0.2431999999999998,3.0,1.3091096210783877,majority_vote,238940.0,20.0,198.4,249740.7,1638.3,10800.7,20.54,643.0,643.0,1.0,3.0,9.0
342,,5,False,pyqubo,1000,64,0,4,6,,2,1.5,True,0,0.2431999999999998,3.0,1.3091096210783877,majority_vote,238940.0,20.0,198.4,249768.7,1836.3,10828.7,20.54,1004.0,1004.0,1.0,3.0,6.0
343,,5,False,pyqubo,1000,47,0,4,6,,2,1.5,True,0,0.2431999999999998,3.0,1.3091096210783877,majority_vote,238940.0,20.0,198.4,249778.1,1609.9,10838.1,20.54,636.0,636.0,1.0,3.0,8.0
344,,3,False,pyqubo,1000,0,0,4,6,,2,1.5,True,0,3.08,,0.8163732806341307,majority_vote,238940.0,20.0,198.4,249640.9,1579.1,10700.9,20.54,803.0,803.0,1.0,3.0,10.0
345,,5,False,pyqubo,1000,52,0,4,6,,2,1.5,True,0,0.2431999999999998,3.0,1.3091096210783877,majority_vote,242460.0,20.0,201.92,253285.3,1795.7,10825.3,20.54,821.0,821.0,1.0,3.0,1.0
346,,5,False,pyqubo,1000,54,0,4,6,,2,1.5,True,0,0.2431999999999998,3.0,1.3091096210783877,majority_vote,242820.0,20.0,202.28,253585.9,2252.1,10765.9,20.54,641.0,641.0,1.0,3.0,3.0
347,,3,False,pyqubo,1000,0,0,4,6,,2,1.5,True,0,3.08,,0.8163732806341307,majority_vote,238940.0,20.0,198.4,249639.9,1958.1,10699.9,20.54,226.0,226.0,1.0,3.0,5.0
348,,5,False,pyqubo,1000,50,0,4,6,,2,1.5,True,0,0.2431999999999998,3.0,1.3091096210783877,majority_vote,238940.0,20.0,198.4,249781.9,1986.1,10841.9,20.54,3926.0,3926.0,1.0,3.0,7.0
349,,5,False,pyqubo,1000,46,0,4,6,,2,1.5,True,0,0.2431999999999998,3.0,1.3091096210783877,majority_vote,238940.0,20.0,198.4,249790.9,1760.1,10850.9,20.54,540.0,540.0,1.0,3.0,4.0
350,,3,False,pyqubo,1000,0,0,4,5,,2,1.4,True,0,2.48,,0.8497082505843467,majority_vote,238940.0,20.0,198.4,249643.9,1763.1,10703.9,20.54,542.0,542.0,1.0,3.0,9.0
351,,4,False,pyqubo,1000,2,0,4,5,,2,1.4,True,0,0.8959999999999999,3.0,1.117865152869522,majority_vote,238940.0,20.0,198.4,249663.7,1696.3,10723.7,20.54,414.0,414.0,1.0,3.0,6.0
352,ft02.txt,14,False,discrete,12,12,0,2,4,0.0,5,3.5,False,7,0.0109739368998628,9.0,,,,,,,,,,,,,,
353,ft03.txt,8,False,discrete,12,12,12,3,9,0.0,2,1.5555555555555556,False,7,0.65625,7.0,,,,,,,,,,,,,,
354,ft04.txt,16,False,discrete,24,12,0,4,16,0.0,3,1.75,False,7,0.0002613248,10.0,,,,,,,,,,,,,,
355,ft05.txt,33,False,discrete,12,12,0,5,25,0.0,5,2.56,False,7,3.40249062092387e-08,23.0,,,,,,,,,,,,,,
356,ft06.txt,89,False,discrete,12,12,0,6,36,0.0,10,5.472222222222222,False,7,1.2723780344829262e-26,58.0,,,,,,,,,,,,,,
357,ft02.txt,14,False,discrete,24,12,0,2,4,0.0,5,3.5,False,7,0.0109739368998628,9.0,,,,,,,,,,,,,,
358,ft03.txt,8,False,discrete,12,12,12,3,9,0.0,2,1.5555555555555556,False,7,0.65625,7.0,,,,,,,,,,,,,,
